area_of_activity,country,end_day,end_month,end_year,eruption_category,eruption_number,evidence_category,evidence_method_dating,last_eruption_year,major_rock_1,major_rock_2,major_rock_3,major_rock_4,major_rock_5,minor_rock_1,minor_rock_2,minor_rock_3,minor_rock_4,minor_rock_5,Pop. Density (per sq. mi.),primary_volcano_type,Region,region,start_day,start_month,start_year,subregion,tectonic_settings,vei,volcano_name,volcano_name (eruptions.csv),volcano_number,volcano_number (eruptions.csv),Area_sq_miles,elevation,latitude,longitude,Population,population_within_100_km,population_within_10_km,population_within_30_km,population_within_5_km
Verbeek Crater,Indonesia,4,6,2017,Confirmed Eruption,22226,Eruption Observed,Historical Observations,2018,Andesite / Basaltic Andesite,Trachyandesite / Basaltic Trachyandesite,Basalt / Picro-Basalt, , , , , , , ,"127,9",Complex,ASIA (EX. NEAR EAST),Indonesia,4,6,2017,Sumatra,Subduction zone / Continental crust (>25 km),1,Marapi,Marapi,261140,261140,1919440,2885,-0.38,100.474,245452739,4059773,57453,818039,706
NA,Russia,27,1,2018,Confirmed Eruption,22230,Eruption Observed,Historical Observations,2019,Andesite / Basaltic Andesite,Dacite, , , , , , , , ,"8,4",Stratovolcano,C.W. OF IND. STATES,Kamchatka and Mainland Asia,4,6,2017,Kamchatka Peninsula,Subduction zone / Continental crust (>25 km),3,Karymsky,Karymsky,300130,300130,17075200,1513,54.049,159.443,142893540,10848,0,291,0
Crater lake,Costa Rica,15,3,2018,Confirmed Eruption,22208,Eruption Observed,Historical Observations,2020,Andesite / Basaltic Andesite,Rhyolite,Dacite, , , , , , , ,"79,8",Complex,LATIN AMER. & CARIB,México and Central America,23,5,2017,Costa Rica,Subduction zone / Continental crust (>25 km),2,Rincon de la Vieja,Rincon de la Vieja,345020,345020,51100,1916,10.83,-85.324,4075261,659105,1428,78668,271
Sileri Crater,Indonesia,2,7,2017,Confirmed Eruption,22227,Eruption Observed,Historical Observations,2018,Andesite / Basaltic Andesite,Basalt / Picro-Basalt, , , , , , , , ,"127,9",Complex,ASIA (EX. NEAR EAST),Indonesia,30,4,2017,Java,Subduction zone / Continental crust (>25 km),1,Dieng Volcanic Complex,Dieng Volcanic Complex,263200,263200,1919440,2565,-7.2,109.879,245452739,24381814,1092929,1886942,1092929
NA,Costa Rica,6,11,2017,Confirmed Eruption,22209,Eruption Observed,Historical Observations,2019,Andesite / Basaltic Andesite,Basalt / Picro-Basalt,Dacite, , , , , , , ,"79,8",Stratovolcano,LATIN AMER. & CARIB,México and Central America,12,4,2017,Costa Rica,Subduction zone / Continental crust (>25 km),1,Poas,Poas,345040,345040,51100,2708,10.2,-84.233,4075261,3411023,11107,950796,1947
North Crater,Tanzania,24,3,2020,Confirmed Eruption,22284,Eruption Observed,Historical Observations,2020,Foidite,Phonolite, , , , , , , , ,"39,6",Stratovolcano,SUB-SAHARAN AFRICA,Africa and Red Sea,9,4,2017,Africa (eastern),Rift zone / Continental crust (>25 km),0,"Lengai, Ol Doinyo","Lengai, Ol Doinyo",222120,222120,945087,2962,-2.764,35.914,37445392,545305,1855,18074,186
NA,Grenada,29,3,2017,Confirmed Eruption,22260,Eruption Observed,Hydrophonic,2017,Basalt / Picro-Basalt, , , , ,Andesite / Basaltic Andesite,Dacite, , , ,"260,8",Others,LATIN AMER. & CARIB,West Indies,29,3,2017,West Indies,Subduction zone / Oceanic crust (< 15 km),0,Kick 'em Jenny,Kick 'em Jenny,360160,360160,344,-185,12.3,-61.64,89703,104256,4687,72786,0
Minamidake summit crater,Japan,17,4,2020,Confirmed Eruption,22203,Eruption Observed,Historical Observations,2020,Andesite / Basaltic Andesite,Dacite,Rhyolite, , , , , , , ,"337,4",Caldera,ASIA (EX. NEAR EAST),"Japan, Taiwan, Marianas",25,3,2017,Ryukyu Islands and Kyushu,Subduction zone / Continental crust (>25 km),1,Aira,Aira,282080,282080,377835,1117,31.593,130.657,127463611,2610033,113874,905254,4918
Summit crater,Indonesia,19,2,2017,Confirmed Eruption,22188,Eruption Observed,Historical Observations,2020,Andesite / Basaltic Andesite,Dacite,Basalt / Picro-Basalt, , ,Trachyte / Trachydacite, , , , ,"127,9",Caldera,ASIA (EX. NEAR EAST),Indonesia,19,2,2017,Krakatau,Subduction zone / Continental crust (>25 km),1,Krakatau,Krakatau,262000,262000,1919440,155,-6.102,105.423,245452739,6326159,7177,8027,7177
NA,Nicaragua,19,4,2017,Confirmed Eruption,22269,Eruption Observed,Historical Observations,2019,Basalt / Picro-Basalt,Andesite / Basaltic Andesite,Dacite, , , , , , , ,"43,0",Stratovolcano,LATIN AMER. & CARIB,México and Central America,18,2,2017,Nicaragua,Subduction zone / Continental crust (>25 km),1,San Cristobal,San Cristobal,344020,344020,129494,1745,12.702,-87.004,5570129,2002579,7876,351227,208
NA,France,27,2,2017,Confirmed Eruption,22184,Eruption Observed,Historical Observations,2020,Basalt / Picro-Basalt,Trachybasalt / Tephrite Basanite, , , , , , , , ,"111,3",Shield,WESTERN EUROPE,Middle East and Indian Ocean,31,1,2017,Indian Ocean (western),Intraplate / Oceanic crust (< 15 km),0,"Fournaise, Piton de la","Fournaise, Piton de la",233020,233020,547030,2632,-21.244,55.708,60876136,717820,55859,246792,55859
NA,United States of America,30,8,2017,Confirmed Eruption,22182,Eruption Observed,Historical Observations,2017,Trachyandesite / Basaltic Trachyandesite,Basalt / Picro-Basalt,Andesite / Basaltic Andesite, , , , , , , ,"31,0",Others,NORTHERN AMERICA,Alaska,20,12,2016,Aleutian Islands,Subduction zone / Intermediate crust (15-25 km),3,Bogoslof,Bogoslof,311300,311300,9631420,150,53.93,-168.03,298444215,4216,0,0,0
NA,Indonesia,21,11,2016,Confirmed Eruption,22172,Eruption Observed,Historical Observations,2020,Andesite / Basaltic Andesite, , , , , , , , , ,"127,9",Stratovolcano,ASIA (EX. NEAR EAST),Indonesia,15,11,2016,Sumatra,Subduction zone / Continental crust (>25 km),1,Kerinci,Kerinci,261170,261170,1919440,3800,-1.697,101.264,245452739,1437454,33878,264107,304
NA,Peru,17,4,2020,Confirmed Eruption,22158,Eruption Observed,Historical Observations,2020,Andesite / Basaltic Andesite,Dacite, , , , , , , , ,"22,0",Stratovolcano,LATIN AMER. & CARIB,South America,6,11,2016,Peru,Subduction zone / Continental crust (>25 km),3,Sabancaya,Sabancaya,354006,354006,1285220,5960,-15.787,-71.857,28302603,1052517,526,12678,51
NA,Russia,17,4,2020,Confirmed Eruption,22176,Eruption Observed,Historical Observations,2020,Andesite / Basaltic Andesite, , , , , , , , , ,"8,4",Stratovolcano,C.W. OF IND. STATES,Kuril Islands,20,10,2016,Kuril Islands,Subduction zone / Continental crust (>25 km),2,Ebeko,Ebeko,290380,290380,17075200,1103,50.686,156.014,142893540,3098,267,1076,0
NA,Japan,12,11,2016,Confirmed Eruption,22174,Eruption Observed,Historical Observations,2020,Andesite / Basaltic Andesite,Dacite,Rhyolite,Basalt / Picro-Basalt, , , , , , ,"337,4",Caldera,ASIA (EX. NEAR EAST),"Japan, Taiwan, Marianas",7,10,2016,Ryukyu Islands and Kyushu,Subduction zone / Continental crust (>25 km),3,Asosan,Asosan,282110,282110,377835,1592,32.884,131.104,127463611,6507519,75559,234591,75559
NA,Russia,8,10,2016,Confirmed Eruption,22178,Eruption Observed,Historical Observations,2019,Andesite / Basaltic Andesite,Dacite, , , , , , , , ,"8,4",Stratovolcano,C.W. OF IND. STATES,Kamchatka and Mainland Asia,5,10,2016,Kamchatka Peninsula,Subduction zone / Continental crust (>25 km),2,Karymsky,Karymsky,300130,300130,17075200,1513,54.049,159.443,142893540,10848,0,291,0
North Crater,Tanzania,13,10,2016,Confirmed Eruption,22305,Eruption Observed,Historical Observations,2020,Foidite,Phonolite, , , , , , , , ,"39,6",Stratovolcano,SUB-SAHARAN AFRICA,Africa and Red Sea,21,9,2016,Africa (eastern),Rift zone / Continental crust (>25 km),NA,"Lengai, Ol Doinyo","Lengai, Ol Doinyo",222120,222120,945087,2962,-2.764,35.914,37445392,545305,1855,18074,186
2012 lava dome,New Zealand,13,9,2016,Confirmed Eruption,22147,Eruption Observed,Historical Observations,2019,Andesite / Basaltic Andesite,Dacite, , , , , , , , ,"15,2",Stratovolcano,OCEANIA,New Zealand to Fiji,13,9,2016,New Zealand,Subduction zone / Continental crust (>25 km),1,Whakaari/White Island,Whakaari/White Island,241040,241040,268680,294,-37.52,177.18,4076140,190290,5,5,5
NA,France,18,9,2016,Confirmed Eruption,22145,Eruption Observed,Historical Observations,2020,Basalt / Picro-Basalt,Trachybasalt / Tephrite Basanite, , , , , , , , ,"111,3",Shield,WESTERN EUROPE,Middle East and Indian Ocean,11,9,2016,Indian Ocean (western),Intraplate / Oceanic crust (< 15 km),0,"Fournaise, Piton de la","Fournaise, Piton de la",233020,233020,547030,2632,-21.244,55.708,60876136,717820,55859,246792,55859
NA,Indonesia,4,8,2016,Confirmed Eruption,22150,Eruption Observed,Historical Observations,2018,Andesite / Basaltic Andesite, , , , ,Dacite, , , , ,"127,9",Stratovolcano,ASIA (EX. NEAR EAST),Indonesia,3,8,2016,Halmahera,Subduction zone / Oceanic crust (< 15 km),1,Gamalama,Gamalama,268060,268060,1919440,1715,0.8,127.33,245452739,536972,204820,308691,103429
Barujari Crater,Indonesia,27,9,2016,Confirmed Eruption,22149,Eruption Observed,Historical Observations,2016,Andesite / Basaltic Andesite,Basalt / Picro-Basalt,Trachybasalt / Tephrite Basanite,Dacite, ,Rhyolite, , , , ,"127,9",Stratovolcano,ASIA (EX. NEAR EAST),Indonesia,1,8,2016,Lesser Sunda Islands,Subduction zone / Continental crust (>25 km),2,Rinjani,Rinjani,264030,264030,1919440,3726,-8.42,116.47,245452739,3555330,55594,1374441,10289
NA,Russia,18,8,2016,Confirmed Eruption,22153,Eruption Observed,Historical Observations,2016,Basalt / Picro-Basalt,Andesite / Basaltic Andesite, , , , , , , , ,"8,4",Stratovolcano,C.W. OF IND. STATES,Kuril Islands,27,7,2016,Kuril Islands,Subduction zone / Continental crust (>25 km),2,Chikurachki,Chikurachki,290360,290360,17075200,1781,50.324,155.461,142893540,2492,65,527,0
SE vent,Philippines,2,3,2017,Confirmed Eruption,22151,Eruption Observed,Historical Observations,2017,Andesite / Basaltic Andesite,Dacite, , , ,Basalt / Picro-Basalt,Rhyolite, , , ,"298,2",Stratovolcano,ASIA (EX. NEAR EAST),Philippines and SE Asia,10,6,2016,Luzon,Subduction zone / Continental crust (>25 km),2,Bulusan,Bulusan,273010,273010,300000,1535,12.769,124.056,89468677,3360418,74286,518705,2789
NA,Costa Rica,16,8,2016,Confirmed Eruption,22156,Eruption Observed,Historical Observations,2019,Andesite / Basaltic Andesite,Basalt / Picro-Basalt,Dacite, , , , , , , ,"79,8",Stratovolcano,LATIN AMER. & CARIB,México and Central America,5,6,2016,Costa Rica,Subduction zone / Continental crust (>25 km),1,Poas,Poas,345040,345040,51100,2708,10.2,-84.233,4075261,3411023,11107,950796,1947
Château Fort crater,France,27,5,2016,Confirmed Eruption,22144,Eruption Observed,Historical Observations,2020,Basalt / Picro-Basalt,Trachybasalt / Tephrite Basanite, , , , , , , , ,"111,3",Shield,WESTERN EUROPE,Middle East and Indian Ocean,26,5,2016,Indian Ocean (western),Intraplate / Oceanic crust (< 15 km),0,"Fournaise, Piton de la","Fournaise, Piton de la",233020,233020,547030,2632,-21.244,55.708,60876136,717820,55859,246792,55859
NA,New Zealand,27,4,2016,Confirmed Eruption,22121,Eruption Observed,Historical Observations,2019,Andesite / Basaltic Andesite,Dacite, , , , , , , , ,"15,2",Stratovolcano,OCEANIA,New Zealand to Fiji,27,4,2016,New Zealand,Subduction zone / Continental crust (>25 km),1,Whakaari/White Island,Whakaari/White Island,241040,241040,268680,294,-37.52,177.18,4076140,190290,5,5,5
NA,United Kingdom,19,7,2016,Confirmed Eruption,22133,Eruption Observed,Historical Observations,2016,Basalt / Picro-Basalt,Andesite / Basaltic Andesite, , , , , , , , ,"247,6",Stratovolcano,WESTERN EUROPE,Antarctica,24,4,2016,Antarctica and South Sandwich Islands,Subduction zone / Oceanic crust (< 15 km),1,Bristol Island,Bristol Island,390080,390080,244820,1100,-59.017,-26.533,60609153,0,0,0,0
NA,Nicaragua,22,4,2016,Confirmed Eruption,22130,Eruption Observed,Historical Observations,2019,Basalt / Picro-Basalt,Andesite / Basaltic Andesite,Dacite, , , , , , , ,"43,0",Stratovolcano,LATIN AMER. & CARIB,México and Central America,22,4,2016,Nicaragua,Subduction zone / Continental crust (>25 km),2,San Cristobal,San Cristobal,344020,344020,129494,1745,12.702,-87.004,5570129,2002579,7876,351227,208
NA,Papua New Guinea,30,10,2018,Confirmed Eruption,22123,Eruption Observed,Historical Observations,2018,Basalt / Picro-Basalt,Andesite / Basaltic Andesite, , , , , , , , ,"12,3",Complex,OCEANIA,Melanesia and Australia,2,4,2016,New Britain,Subduction zone / Continental crust (>25 km),2,Langila,Langila,252010,252010,462840,1330,-5.525,148.42,5670544,45698,3653,11641,213
NA,Indonesia,9,6,2016,Confirmed Eruption,22125,Eruption Observed,Historical Observations,2020,Andesite / Basaltic Andesite, , , , , , , , , ,"127,9",Stratovolcano,ASIA (EX. NEAR EAST),Indonesia,31,3,2016,Sumatra,Subduction zone / Continental crust (>25 km),2,Kerinci,Kerinci,261170,261170,1919440,3800,-1.697,101.264,245452739,1437454,33878,264107,304
NA,United Kingdom,16,5,2016,Confirmed Eruption,22159,Eruption Observed,Historical Observations,2016,Basalt / Picro-Basalt, , , , , , , , , ,"247,6",Stratovolcano,WESTERN EUROPE,Antarctica,30,3,2016,Antarctica and South Sandwich Islands,Subduction zone / Oceanic crust (< 15 km),1,Zavodovski,Zavodovski,390130,390130,244820,551,-56.3,-27.57,60609153,0,0,0,0
NA,Russia,31,3,2016,Confirmed Eruption,22127,Eruption Observed,Historical Observations,2016,Basalt / Picro-Basalt,Andesite / Basaltic Andesite, , , , , , , , ,"8,4",Stratovolcano,C.W. OF IND. STATES,Kuril Islands,29,3,2016,Kuril Islands,Subduction zone / Continental crust (>25 km),2,Chikurachki,Chikurachki,290360,290360,17075200,1781,50.324,155.461,142893540,2492,65,527,0
NA,United States of America,30,7,2016,Confirmed Eruption,22129,Eruption Observed,Historical Observations,2016,Andesite / Basaltic Andesite,Basalt / Picro-Basalt, , , , , , , , ,"31,0",Stratovolcano,NORTHERN AMERICA,Alaska,27,3,2016,Alaska Peninsula,Subduction zone / Continental crust (>25 km),2,Pavlof,Pavlof,312030,312030,9631420,2493,55.417,-161.894,298444215,3002,0,0,0
Summit crater,Ecuador,17,11,2016,Confirmed Eruption,22237,Eruption Observed,Historical Observations,2020,Andesite / Basaltic Andesite, , , , ,Dacite,Basalt / Picro-Basalt, , , ,"47,8",Stratovolcano,LATIN AMER. & CARIB,South America,25,3,2016,Ecuador,Subduction zone / Continental crust (>25 km),2,Sangay,Sangay,352090,352090,283560,5286,-2.005,-78.341,13547510,1355275,1675,15130,231
NA,Philippines,22,2,2016,Confirmed Eruption,22114,Eruption Observed,Historical Observations,2017,Andesite / Basaltic Andesite,Dacite, , , ,Basalt / Picro-Basalt,Rhyolite, , , ,"298,2",Stratovolcano,ASIA (EX. NEAR EAST),Philippines and SE Asia,22,2,2016,Luzon,Subduction zone / Continental crust (>25 km),2,Bulusan,Bulusan,273010,273010,300000,1535,12.769,124.056,89468677,3360418,74286,518705,2789
Nicanor crater,Chile,17,4,2020,Confirmed Eruption,22119,Eruption Observed,Historical Observations,2020,Andesite / Basaltic Andesite,Dacite,Rhyolite, , , , , , , ,"21,3",Stratovolcano,LATIN AMER. & CARIB,South America,8,1,2016,Central Chile and Argentina,Subduction zone / Continental crust (>25 km),2,"Chillan, Nevados de","Chillan, Nevados de",357070,357070,756950,3180,-36.868,-71.378,16134219,512325,371,3733,68
NA,Indonesia,7,2,2016,Confirmed Eruption,22105,Eruption Observed,Historical Observations,2020,Andesite / Basaltic Andesite,Basalt / Picro-Basalt, , , , , , , , ,"127,9",Stratovolcano,ASIA (EX. NEAR EAST),Indonesia,2,1,2016,Sulawesi,Subduction zone / Continental crust (>25 km),3,Soputan,Soputan,266030,266030,1919440,1785,1.112,124.737,245452739,1696768,69991,501336,4724
NA,Nicaragua,7,4,2016,Confirmed Eruption,22107,Eruption Observed,Historical Observations,2016,Basalt / Picro-Basalt,Andesite / Basaltic Andesite, , , , , , , , ,"43,0",Stratovolcano,LATIN AMER. & CARIB,México and Central America,1,12,2015,Nicaragua,Subduction zone / Continental crust (>25 km),2,Momotombo,Momotombo,344090,344090,129494,1270,12.423,-86.539,5570129,3569021,1851,98583,100
NA,Philippines,18,6,2016,Confirmed Eruption,22106,Eruption Observed,Historical Observations,2017,Andesite / Basaltic Andesite,Trachyandesite / Basaltic Trachyandesite, , , , , , , , ,"298,2",Stratovolcano,ASIA (EX. NEAR EAST),Philippines and SE Asia,24,11,2015,Central Philippines,Subduction zone / Continental crust (>25 km),2,Kanlaon,Kanlaon,272020,272020,300000,2435,10.412,123.132,89468677,9345000,40276,923257,1662
NA,Indonesia,14,11,2015,Confirmed Eruption,22111,Eruption Observed,Historical Observations,2018,Andesite / Basaltic Andesite,Trachyandesite / Basaltic Trachyandesite,Basalt / Picro-Basalt, , , , , , , ,"127,9",Complex,ASIA (EX. NEAR EAST),Indonesia,14,11,2015,Sumatra,Subduction zone / Continental crust (>25 km),1,Marapi,Marapi,261140,261140,1919440,2885,-0.38,100.474,245452739,4059773,57453,818039,706
Bromo cone,Indonesia,12,11,2016,Confirmed Eruption,22103,Eruption Observed,Historical Observations,2019,Trachyandesite / Basaltic Trachyandesite,Basalt / Picro-Basalt,Andesite / Basaltic Andesite, , , , , , , ,"127,9",Stratovolcano,ASIA (EX. NEAR EAST),Indonesia,12,11,2015,Java,Subduction zone / Continental crust (>25 km),2,Tengger Caldera,Tengger Caldera,263310,263310,1919440,2329,-7.942,112.95,245452739,22628278,69451,1420878,27826
NA,Chile,2,4,2017,Confirmed Eruption,22110,Eruption Observed,Historical Observations,2017,Andesite / Basaltic Andesite,Dacite, , , , , , , , ,"21,3",Stratovolcano,LATIN AMER. & CARIB,South America,30,10,2015,"Northern Chile, Bolivia and Argentina",Subduction zone / Continental crust (>25 km),2,Lascar,Lascar,355100,355100,756950,5592,-23.37,-67.73,16134219,8119,70,570,0
Barujari crater,Indonesia,24,12,2015,Confirmed Eruption,22104,Eruption Observed,Historical Observations,2016,Andesite / Basaltic Andesite,Basalt / Picro-Basalt,Trachybasalt / Tephrite Basanite,Dacite, ,Rhyolite, , , , ,"127,9",Stratovolcano,ASIA (EX. NEAR EAST),Indonesia,25,10,2015,Lesser Sunda Islands,Subduction zone / Continental crust (>25 km),2,Rinjani,Rinjani,264030,264030,1919440,3726,-8.42,116.47,245452739,3555330,55594,1374441,10289
NA,Nicaragua,17,4,2020,Confirmed Eruption,22108,Eruption Observed,Historical Observations,2020,Basalt / Picro-Basalt,Andesite / Basaltic Andesite, , , , , , , , ,"43,0",Caldera,LATIN AMER. & CARIB,México and Central America,3,10,2015,Nicaragua,Subduction zone / Continental crust (>25 km),1,Masaya,Masaya,344100,344100,129494,594,11.985,-86.165,5570129,2926954,989888,1914707,989888
NA,Russia,11,8,2016,Confirmed Eruption,21096,Eruption Observed,Historical Observations,2018,Basalt / Picro-Basalt,Andesite / Basaltic Andesite, , , , , , , , ,"8,4",Stratovolcano,C.W. OF IND. STATES,Kuril Islands,29,9,2015,Kuril Islands,Subduction zone / Continental crust (>25 km),1,Alaid,Alaid,290390,290390,17075200,2285,50.861,155.565,142893540,2887,64,64,0
