country,country (volcano.csv),evidence_category,last_eruption_year,major_rock_1,major_rock_2,major_rock_3,major_rock_4,major_rock_5,minor_rock_1,minor_rock_2,minor_rock_3,minor_rock_4,minor_rock_5,Pop. Density (per sq. mi.),primary_volcano_type,Region,region,subregion,tectonic_settings,volcano_name,volcano_number,Area (sq. mi.),elevation,latitude,longitude,Population,population_within_100_km,population_within_10_km,population_within_30_km,population_within_5_km
Russia,Russia,Evidence Credible,Unknown,Trachybasalt / Tephrite Basanite,Phono-tephrite /  Tephri-phonolite, , , ,Basalt / Picro-Basalt, , , , ,"8,4",Volcanic field,C.W. OF IND. STATES,Kamchatka and Mainland Asia,Russia (southeastern),Rift zone / Continental crust (>25 km),Azas Plateau,302070,17075200,2765,52.433,98.303,142893540,4532,142,142,142
Chile,Chile,Evidence Uncertain,Unknown,Andesite / Basaltic Andesite,Dacite, , , , , , , , ,"21,3",Stratovolcano,LATIN AMER. & CARIB,South America,"Northern Chile, Bolivia and Argentina",Subduction zone / Continental crust (>25 km),"Azufre, Cerro del",355061,756950,5846,-21.787,-68.237,16134219,55567,58,1143,0
Ecuador,Ecuador,Eruption Observed,2008,Basalt / Picro-Basalt, , , , , , , , , ,"47,8",Shield,LATIN AMER. & CARIB,South America,Galapagos Islands,Rift zone / Oceanic crust (< 15 km),"Azul, Cerro",353060,283560,1640,-0.92,-91.408,13547510,1936,220,314,220
Chile,Chile,Eruption Observed,1967,Dacite,Andesite / Basaltic Andesite, , , ,Basalt / Picro-Basalt, , , , ,"21,3",Stratovolcano,LATIN AMER. & CARIB,South America,Central Chile and Argentina,Subduction zone / Continental crust (>25 km),"Azul, Cerro",357060,756950,3788,-35.653,-70.761,16134219,720948,158,3832,9
Japan,Japan,Eruption Observed,1977,Andesite / Basaltic Andesite,Basalt / Picro-Basalt, , , , , , , , ,"337,4",Stratovolcano,ASIA (EX. NEAR EAST),"Japan, Taiwan, Marianas",Honshu,Subduction zone / Continental crust (>25 km),Azumayama,283180,377835,1949,37.735,140.244,127463611,4877648,907,548195,128
Philippines,Philippines,Eruption Observed,1924,Andesite / Basaltic Andesite,Basalt / Picro-Basalt, , , , , , , , ,"298,2",Stratovolcano,ASIA (EX. NEAR EAST),Philippines and SE Asia,North of Luzon,Subduction zone / Crustal thickness unknown,Babuyan Claro,274030,300000,1080,19.523,121.94,89468677,11819,222,222,208
United States,United States,Eruption Dated,-5800,Andesite / Basaltic Andesite,Basalt / Picro-Basalt, , , , , , , , ,"31,0",Stratovolcano,NORTHERN AMERICA,Canada and Western USA,USA (Oregon),Subduction zone / Continental crust (>25 km),Bachelor,322090,9631420,2763,43.979,-121.688,298444215,231420,24,22514,18
Papua New Guinea,Papua New Guinea,Eruption Observed,2020,Andesite / Basaltic Andesite, , , , , , , , , ,"12,3",Others,OCEANIA,Melanesia and Australia,Bougainville and Solomon Islands,Subduction zone / Crustal thickness unknown,Bagana,255020,462840,1855,-6.137,155.196,5670544,115257,404,7861,198
Russia,Russia,Eruption Dated,-550,Andesite / Basaltic Andesite,Dacite,Basalt / Picro-Basalt,Rhyolite, , , , , , ,"8,4",Stratovolcano,C.W. OF IND. STATES,Kamchatka and Mainland Asia,Kamchatka Peninsula,Subduction zone / Continental crust (>25 km),Bakening,300123,17075200,2278,53.905,158.07,142893540,87139,10,1583,0
United States,United States,Eruption Observed,1880,Andesite / Basaltic Andesite,Dacite, , , ,Basalt / Picro-Basalt, , , , ,"31,0",Stratovolcano,NORTHERN AMERICA,Canada and Western USA,USA (Washington),Subduction zone / Continental crust (>25 km),Baker,321010,9631420,3285,48.777,-121.813,298444215,1990504,46,8568,0
Yemen,Yemen,Evidence Credible,Unknown,Basalt / Picro-Basalt, , , , , , , , , ,"40,6",Volcanic field,NEAR EAST,Middle East and Indian Ocean,Middle East (southern),Intraplate / Continental crust (>25 km),"Bal Haf, Harra of",231170,527970,604,14.067,48.3,21456188,177124,5690,6643,5690
Papua New Guinea,Papua New Guinea,Evidence Uncertain,Unknown,Basalt / Picro-Basalt, , , , , , , , , ,"12,3",Stratovolcano,OCEANIA,Melanesia and Australia,Admiralty Islands,Subduction zone / Continental crust (>25 km),Baluan,250020,462840,254,-2.57,147.28,5670544,46898,248,982,242
Philippines,Philippines,Unrest / Holocene,Unknown,Andesite / Basaltic Andesite,Basalt / Picro-Basalt, , , , , , , , ,"298,2",Stratovolcano,ASIA (EX. NEAR EAST),Philippines and SE Asia,Mindanao,Subduction zone / Continental crust (>25 km),Balut,271010,300000,862,5.4,125.375,89468677,1286239,1901,10763,1472
Philippines,Philippines,Evidence Credible,Unknown,Andesite / Basaltic Andesite,Basalt / Picro-Basalt,Dacite, , , , , , , ,"298,2",Complex,ASIA (EX. NEAR EAST),Philippines and SE Asia,Luzon,Subduction zone / Continental crust (>25 km),Banahaw,273050,300000,2158,14.07,121.48,89468677,23837289,93134,1698285,754
Indonesia,Indonesia,Eruption Observed,1988,Dacite,Andesite / Basaltic Andesite,Basalt / Picro-Basalt, , , , , , , ,"127,9",Caldera,ASIA (EX. NEAR EAST),Indonesia,Banda Sea,Subduction zone / Oceanic crust (< 15 km),Banda Api,265090,1919440,596,-4.523,129.881,245452739,5810,5682,5810,5682
Japan,Japan,Eruption Observed,1888,Andesite / Basaltic Andesite, , , , , , , , , ,"337,4",Stratovolcano,ASIA (EX. NEAR EAST),"Japan, Taiwan, Marianas",Honshu,Subduction zone / Continental crust (>25 km),Bandaisan,283160,377835,1816,37.601,140.072,127463611,4709782,17608,327454,5923
Mexico,Mexico,Eruption Observed,1953,Trachyte / Trachydacite,Trachybasalt / Tephrite Basanite,Trachyandesite / Basaltic Trachyandesite,Rhyolite,Basalt / Picro-Basalt, , , , , ,"54,5",Pyroclastic cone,LATIN AMER. & CARIB,México and Central America,Mexico,Rift zone / Oceanic crust (< 15 km),Barcena,341020,1972550,332,19.3,-110.82,107449525,0,0,0,0
Iceland,Iceland,Eruption Observed,2015,Basalt / Picro-Basalt,Rhyolite, , , , , , , , ,"2,9",Stratovolcano,WESTERN EUROPE,Iceland and Arctic Ocean,Iceland (northeastern),Rift zone / Oceanic crust (< 15 km),Bardarbunga,373030,103000,2000,64.633,-17.516,299388,1348,0,0,0
Russia,Russia,Eruption Dated,-3550,Basalt / Picro-Basalt,Andesite / Basaltic Andesite,Dacite,Rhyolite, , , , , , ,"8,4",Lava dome,C.W. OF IND. STATES,Kamchatka and Mainland Asia,Kamchatka Peninsula,Subduction zone / Continental crust (>25 km),Barkhatnaya Sopka,300084,17075200,874,52.802,158.24,142893540,252873,208,13963,0
Kenya,Kenya,Eruption Observed,1921,Trachyte / Trachydacite,Phonolite,Basalt / Picro-Basalt,Trachyandesite / Basaltic Trachyandesite,Trachybasalt / Tephrite Basanite, , , , , ,"59,6",Shield,SUB-SAHARAN AFRICA,Africa and Red Sea,Africa (eastern),Rift zone / Continental crust (>25 km),"Barrier, The",222030,582650,1032,2.32,36.57,34707817,109675,112,4180,17
Costa Rica,Costa Rica,Eruption Dated,-6050,Andesite / Basaltic Andesite,Basalt / Picro-Basalt,Dacite, , , , , , , ,"79,8",Complex,LATIN AMER. & CARIB,México and Central America,Costa Rica,Subduction zone / Continental crust (>25 km),Barva,345050,51100,2906,10.135,-84.1,4075261,3399329,8018,2004665,177
Vietnam,Vietnam,Evidence Uncertain,Unknown,Basalt / Picro-Basalt, , , , , , , , , ,"256,1",Volcanic field,ASIA (EX. NEAR EAST),Philippines and SE Asia,Southeast Asia,Intraplate / Continental crust (>25 km),Bas Dong Nai,275050,329560,392,10.8,107.2,84402966,12300349,991688,991688,991688
Indonesia,Indonesia,Eruption Observed,2000,Andesite / Basaltic Andesite,Dacite,Trachyandesite / Basaltic Trachyandesite,Basalt / Picro-Basalt, , , , , , ,"127,9",Caldera,ASIA (EX. NEAR EAST),Indonesia,Lesser Sunda Islands,Subduction zone / Continental crust (>25 km),Batur,264010,1919440,1717,-8.242,115.375,245452739,4289189,466899,937766,466899
Sudan,Sudan,Eruption Dated,850,Trachybasalt / Tephrite Basanite, , , , , , , , , ,"16,5",Pyroclastic cone,SUB-SAHARAN AFRICA,Africa and Red Sea,Africa (northern),Intraplate / Continental crust (>25 km),Bayuda Volcanic Field,225060,2505810,670,18.33,32.75,41236378,259325,1124,2752,1124
United States,United States,Eruption Dated,480,Andesite / Basaltic Andesite,Basalt / Picro-Basalt, , , , , , , , ,"31,0",Shield,NORTHERN AMERICA,Canada and Western USA,USA (Oregon),Subduction zone / Continental crust (>25 km),Belknap,322060,9631420,2095,44.285,-121.841,298444215,362091,0,6518,0
Russia,Russia,Evidence Uncertain,Unknown,Basalt / Picro-Basalt, , , , , , , , , ,"8,4",Shield,C.W. OF IND. STATES,Kamchatka and Mainland Asia,Kamchatka Peninsula,Subduction zone / Continental crust (>25 km),Bely,300640,17075200,2080,57.88,160.53,142893540,1320,0,20,0
Russia,Russia,Eruption Observed,2020,Andesite / Basaltic Andesite,Dacite, , , , , , , , ,"8,4",Stratovolcano,C.W. OF IND. STATES,Kamchatka and Mainland Asia,Kamchatka Peninsula,Subduction zone / Continental crust (>25 km),Bezymianny,300250,17075200,2882,55.972,160.595,142893540,11728,0,47,0
Indonesia,Indonesia,Evidence Credible,Unknown,Andesite / Basaltic Andesite, , , , , , , , , ,"127,9",Stratovolcano,ASIA (EX. NEAR EAST),Indonesia,Halmahera,Subduction zone / Oceanic crust (< 15 km),Bibinoi,268073,1919440,932,-0.761,127.725,245452739,83771,4276,15604,53
Philippines,Philippines,Eruption Observed,1939,Andesite / Basaltic Andesite,Basalt / Picro-Basalt, , , , , , , , ,"298,2",Others,ASIA (EX. NEAR EAST),Philippines and SE Asia,Central Philippines,Subduction zone / Continental crust (>25 km),Biliran,272080,300000,1301,11.523,124.535,89468677,3177850,78799,254519,4612
Papua New Guinea,Papua New Guinea,Eruption Dated,1580,Andesite / Basaltic Andesite,Dacite, , , , , , , , ,"12,3",Others,OCEANIA,Melanesia and Australia,Bougainville and Solomon Islands,Subduction zone / Crustal thickness unknown,Billy Mitchell,255011,462840,1544,-6.092,155.225,5670544,119191,449,9620,113
Saudi Arabia,Saudi Arabia,Evidence Credible,Unknown,Basalt / Picro-Basalt,Trachybasalt / Tephrite Basanite, , , , , , , , ,"13,8",Volcanic field,NEAR EAST,Middle East and Indian Ocean,Middle East (southern),Intraplate / Continental crust (>25 km),"Birk, Harrat al",231072,1960582,587,18.37,41.63,27019731,596401,37855,37855,37855
Ethiopia,Ethiopia,Evidence Credible,Unknown,Basalt / Picro-Basalt,Rhyolite, , , , , , , , ,"66,3",Others,SUB-SAHARAN AFRICA,Africa and Red Sea,Africa (northeastern) and Red Sea,Rift zone / Continental crust (>25 km),Bishoftu Volcanic Field,221220,1127127,1850,8.78,38.98,74777981,7986826,310101,662037,310101
United States,United States,Eruption Dated,-8400,Basalt / Picro-Basalt, , , , , , , , , ,"31,0",Shield,NORTHERN AMERICA,Canada and Western USA,USA (Idaho),Rift zone / Continental crust (>25 km),Black Butte Crater Lava Field,324010,9631420,1478,43.183,-114.352,298444215,171376,158,4440,119
United States,United States,Eruption Dated,1290,Basalt / Picro-Basalt,Andesite / Basaltic Andesite, , , ,Rhyolite, , , , ,"31,0",Volcanic field,NORTHERN AMERICA,Canada and Western USA,USA (Utah),Rift zone / Continental crust (>25 km),Black Rock Desert,327050,9631420,1800,38.97,-112.5,298444215,54291,3292,3679,3292
Argentina,Argentina,Evidence Credible,Unknown,Basalt / Picro-Basalt,Trachyandesite / Basaltic Trachyandesite, , , , , , , , ,"14,4",Volcanic field,LATIN AMER. & CARIB,South America,Central Chile and Argentina,Intraplate / Continental crust (>25 km),"Blanca, Laguna",357102,2766890,1700,-39.02,-70.37,39921833,0,0,0,0
Argentina,Argentina,Eruption Dated,-2300,Rhyolite, , , , , , , , , ,"14,4",Caldera,LATIN AMER. & CARIB,South America,"Northern Chile, Bolivia and Argentina",Subduction zone / Continental crust (>25 km),"Blanco, Cerro",355210,2766890,4670,-26.789,-67.765,39921833,14279,39,65,39
United States,United States,Eruption Observed,2017,Trachyandesite / Basaltic Trachyandesite,Basalt / Picro-Basalt,Andesite / Basaltic Andesite, , , , , , , ,"31,0",Others,NORTHERN AMERICA,Alaska,Aleutian Islands,Subduction zone / Intermediate crust (15-25 km),Bogoslof,311300,9631420,150,53.93,-168.03,298444215,4216,0,0,0
Russia,Russia,Evidence Credible,Unknown,Basalt / Picro-Basalt,Andesite / Basaltic Andesite,Rhyolite,Dacite, , , , , , ,"8,4",Lava dome,C.W. OF IND. STATES,Kamchatka and Mainland Asia,Kamchatka Peninsula,Subduction zone / Continental crust (>25 km),Bolshe-Bannaya,300087,17075200,1200,52.9,157.78,142893540,271762,27,1061,0
Russia,Russia,Evidence Uncertain,Unknown,Andesite / Basaltic Andesite,Basalt / Picro-Basalt, , , , , , , , ,"8,4",Shield,C.W. OF IND. STATES,Kamchatka and Mainland Asia,Kamchatka Peninsula,Subduction zone / Continental crust (>25 km),Bolshoi Payalpan,300300,17075200,1906,55.88,157.78,142893540,2653,0,26,0
Russia,Russia,Eruption Dated,-4450,Basalt / Picro-Basalt,Andesite / Basaltic Andesite,Dacite,Rhyolite, , , , , , ,"8,4",Stratovolcano,C.W. OF IND. STATES,Kamchatka and Mainland Asia,Kamchatka Peninsula,Subduction zone / Continental crust (>25 km),Bolshoi Semiachik,300150,17075200,1720,54.32,160.02,142893540,7373,0,554,0
Russia,Russia,Eruption Dated,-5310,Basalt / Picro-Basalt,Andesite / Basaltic Andesite,Dacite, , , , , , , ,"8,4",Shield,C.W. OF IND. STATES,Kamchatka and Mainland Asia,Kamchatka Peninsula,Subduction zone / Continental crust (>25 km),Bolshoi-Kekuknaysky,300360,17075200,1401,56.483,157.917,142893540,2779,0,158,0
Ethiopia,Ethiopia,Evidence Credible,Unknown,Rhyolite, , , , , , , , , ,"66,3",Pyroclastic cone,SUB-SAHARAN AFRICA,Africa and Red Sea,Africa (northeastern) and Red Sea,Rift zone / Continental crust (>25 km),Bora-Bericcio,221240,1127127,2267,8.221,39.05,74777981,8356559,44666,433373,5822
Ethiopia,Ethiopia,Evidence Credible,Unknown,Basalt / Picro-Basalt,Trachyte / Trachydacite,Rhyolite, , , , , , , ,"66,3",Stratovolcano,SUB-SAHARAN AFRICA,Africa and Red Sea,Africa (northeastern) and Red Sea,Rift zone / Intermediate crust (15-25 km),Borawli,221107,1127127,784,13.304,40.987,74777981,111101,100,3699,38
Ethiopia,Ethiopia,Evidence Credible,Unknown,Rhyolite,Trachyte / Trachydacite,Basalt / Picro-Basalt,Trachybasalt / Tephrite Basanite,Trachyandesite / Basaltic Trachyandesite, , , , , ,"66,3",Stratovolcano,SUB-SAHARAN AFRICA,Africa and Red Sea,Africa (northeastern) and Red Sea,Rift zone / Continental crust (>25 km),Boset-Bericha,221210,1127127,2447,8.558,39.475,74777981,7130451,19603,586318,3267
Norway,Norway,Eruption Dated,-50,Basalt / Picro-Basalt,Trachyte / Trachydacite,Rhyolite,Trachyandesite / Basaltic Trachyandesite, ,Trachybasalt / Tephrite Basanite, , , , ,"14,2",Shield,WESTERN EUROPE,Atlantic Ocean,Atlantic Ocean (southern),Rift zone / Oceanic crust (< 15 km),Bouvet,386020,323802,741,-54.408,3.351,4610820,0,0,0,0
Colombia,Colombia,Eruption Dated,1720,Dacite,Andesite / Basaltic Andesite,Trachyandesite / Basaltic Trachyandesite, , , , , , , ,"38,3",Stratovolcano,LATIN AMER. & CARIB,South America,Colombia,Subduction zone / Continental crust (>25 km),"Bravo, Cerro",351012,1138910,3985,5.091,-75.293,43593035,3929468,4916,538690,1679
Iceland,Iceland,Eruption Observed,1341,Basalt / Picro-Basalt, , , , , , , , , ,"2,9",Others,WESTERN EUROPE,Iceland and Arctic Ocean,Iceland (southwestern),Rift zone / Oceanic crust (< 15 km),Brennisteinsfjoll,371040,103000,610,63.933,-21.783,299388,203012,33526,163469,33526
Canada,Canada,Evidence Credible,Unknown,Basalt / Picro-Basalt,Trachybasalt / Tephrite Basanite, , , , , , , , ,"3,3",Volcanic field,NORTHERN AMERICA,Canada and Western USA,Canada,Subduction zone / Continental crust (>25 km),Bridge River Cones,320170,9984670,2500,50.8,-123.4,33098932,15871,55,219,55
United Kingdom,United Kingdom,Eruption Observed,2016,Basalt / Picro-Basalt,Andesite / Basaltic Andesite, , , , , , , , ,"247,6",Stratovolcano,WESTERN EUROPE,Antarctica,Antarctica and South Sandwich Islands,Subduction zone / Oceanic crust (< 15 km),Bristol Island,390080,244820,1100,-59.017,-26.533,60609153,0,0,0,0
United States,United States,Evidence Uncertain,Unknown,Basalt / Picro-Basalt,Andesite / Basaltic Andesite, , , , , , , , ,"31,0",Stratovolcano,NORTHERN AMERICA,Alaska,Aleutian Islands,Subduction zone / Intermediate crust (15-25 km),Buldir,311010,9631420,656,52.35,175.911,298444215,0,0,0,0
Philippines,Philippines,Eruption Observed,2017,Andesite / Basaltic Andesite,Dacite, , , ,Basalt / Picro-Basalt,Rhyolite, , , ,"298,2",Stratovolcano,ASIA (EX. NEAR EAST),Philippines and SE Asia,Luzon,Subduction zone / Continental crust (>25 km),Bulusan,273010,300000,1535,12.769,124.056,89468677,3360418,74286,518705,2789
Uganda,Uganda,Evidence Credible,Unknown,Foidite, , , , , , , , , ,"119,5",Others,SUB-SAHARAN AFRICA,Africa and Red Sea,Africa (central),Rift zone / Continental crust (>25 km),Bunyaruguru,223004,236040,1554,-0.2,30.08,28195754,5955535,177517,338735,177517
Ethiopia,Ethiopia,Evidence Credible,Unknown,Basalt / Picro-Basalt, , , , , , , , , ,"66,3",Others,SUB-SAHARAN AFRICA,Africa and Red Sea,Africa (northeastern) and Red Sea,Rift zone / Continental crust (>25 km),Butajiri-Silti Field,221260,1127127,2281,8.05,38.35,74777981,7096283,431631,889323,431631
Indonesia,Indonesia,Evidence Credible,Unknown,Andesite / Basaltic Andesite,Basalt / Picro-Basalt, , , , , , , , ,"127,9",Caldera,ASIA (EX. NEAR EAST),Indonesia,Lesser Sunda Islands,Subduction zone / Continental crust (>25 km),Buyan-Bratan,264001,1919440,2244,-8.283,115.133,245452739,4355947,333333,935879,333333
Philippines,Philippines,Eruption Dated,1820,Andesite / Basaltic Andesite, , , , , , , , , ,"298,2",Stratovolcano,ASIA (EX. NEAR EAST),Philippines and SE Asia,Central Philippines,Subduction zone / Continental crust (>25 km),Cabalían,272050,300000,912,10.285,125.218,89468677,2091362,88767,277950,26511
Chile,Chile,Eruption Dated,-5050,Basalt / Picro-Basalt, , , , , , , , , ,"21,3",Pyroclastic cone,LATIN AMER. & CARIB,South America,Central Chile and Argentina,Subduction zone / Continental crust (>25 km),Caburgua-Huelemolle,357112,756950,1652,-39.25,-71.75,16134219,521553,5951,17774,5951
Philippines,Philippines,Eruption Observed,1860,Andesite / Basaltic Andesite,Basalt / Picro-Basalt, , , , , , , , ,"298,2",Stratovolcano,ASIA (EX. NEAR EAST),Philippines and SE Asia,Luzon,Subduction zone / Continental crust (>25 km),Cagua,273090,300000,1133,18.222,122.123,89468677,1480952,1137,34018,99
Chile,Chile,Evidence Credible,Unknown,Dacite,Andesite / Basaltic Andesite, , , , , , , , ,"21,3",Caldera,LATIN AMER. & CARIB,South America,Central Chile and Argentina,Subduction zone / Continental crust (>25 km),Calabozos,357042,756950,3508,-35.558,-70.496,16134219,305637,550,1023,550
Spain,Spain,Eruption Dated,-3600,Basalt / Picro-Basalt,Foidite,Trachybasalt / Tephrite Basanite, , , , , , , ,"80,0",Pyroclastic cone,WESTERN EUROPE,Mediterranean and Western Asia,Western Europe,Intraplate / Continental crust (>25 km),Calatrava Volcanic Field,210040,504782,1117,38.87,-4.02,40397842,774386,197199,197199,197199
